name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","Quincy Acy","SAC","MIA","0.858271","4","2.44","3500"
"C","Chris Andersen","MIA","SAC","1.02138","0","0","3500"
"SG","James Anderson","SAC","MIA","0.666806","1.9","1.21","3500"
"SG","Giannis Antetokounmpo","MIL","CLE","0.759299","34.5","29.65","6900"
"SG","Chris Babb","GS","LAC","0.852583","0.1","0","0"
"SG","Leandro Barbosa","GS","LAC","0.852583","11.9","8.54","3600"
"PG","Jerryd Bayless","MIL","CLE","0.796061","32.2","26.47","4400"
"SG","Marco Belinelli","SAC","MIA","0.666806","29.7","19.76","3800"
"C","Andrew Bogut","GS","LAC","1.01348","22","20.12","5200"
"PF","Chris Bosh","MIA","SAC","1.00555","33.9","34.65","7900"
"PG","Michael Carter-Williams","MIL","CLE","0.796061","32.4","28.95","6600"
"C","Willie Cauley-Stein","SAC","MIA","0.934144","21.4","16.94","4200"
"PG","Darren Collison","SAC","MIA","0.71825","32.8","25.7","5500"
"SF","Chris Copeland","MIL","CLE","0.760265","1.7","0.91","3500"
"C","DeMarcus Cousins","SAC","MIA","0.934144","34","36.99","10700"
"SG","Jared Cunningham","CLE","MIL","0.707311","2.5","1.46","3500"
"SG","Seth Curry","SAC","MIA","0.666806","0.1","0","3500"
"PG","Matthew Dellavedova","CLE","MIL","0.808864","24.1","13.47","4000"
"PG","Goran Dragic","MIA","SAC","0.872708","33.1","29.46","5700"
"PG","Tyler Ennis","MIL","CLE","0.796061","13.9","8.82","3500"
"C","Festus Ezeli","GS","LAC","1.01348","19.1","16.98","4300"
"PF","Draymond Green","GS","LAC","0.874141","34.1","32.88","7900"
"SG","Gerald Green","MIA","SAC","0.806875","26.1","18.9","3500"
"SG","Joe Harris","CLE","MIL","0.707311","0.1","0","3500"
"PF","Udonis Haslem","MIA","SAC","1.00555","2.7","2.43","3500"
"PF","John Henson","MIL","CLE","0.805","15.3","11.59","4000"
"SF","Damien Inglis","MIL","CLE","0.760265","3.2","1.9","3500"
"PG","Tyler Johnson","MIA","SAC","0.872708","23.6","16.89","3800"
"C","Sasha Kaun","CLE","MIL","0.909981","0.1","0","3500"
"C","Kosta Koufos","SAC","MIA","0.934144","25.4","20.54","3800"
"PG","Shaun Livingston","GS","LAC","0.82625","22.3","15.77","3500"
"PF","Kevin Love","CLE","MIL","0.966155","35.9","34.66","7800"
"SG","O.J. Mayo","MIL","CLE","0.759299","21.2","16.65","3800"
"PF","James Michael McAdoo","GS","LAC","0.874141","1","0.66","3500"
"SG","Ben McLemore","SAC","MIA","0.666806","19.7","11.77","3600"
"PF","Josh McRoberts","MIA","SAC","1.00555","2.1","1.17","3500"
"SF","Khris Middleton","MIL","CLE","0.760265","35.8","26.24","5600"
"C","Greg Monroe","MIL","CLE","0.847557","34.4","32.51","7800"
"C","Timofey Mozgov","CLE","MIL","0.909981","26","19.75","4300"
"PF","Jabari Parker","MIL","CLE","0.805","26.9","20.18","5600"
"C","Miles Plumlee","MIL","CLE","0.847557","5.5","3.51","3500"
"SG","Josh Richardson","MIA","SAC","0.806875","3.1","1.83","3500"
"PG","Rajon Rondo","SAC","MIA","0.71825","32.9","28.36","7600"
"SG","Brandon Rush","GS","LAC","0.852583","1.8","0.93","3500"
"SG","J.R. Smith","CLE","MIL","0.707311","29.9","21.21","5000"
"PF","Marreese Speights","GS","LAC","0.874141","1.5","1.11","3500"
"PF","Jarnell Stokes","MIA","SAC","1.00555","0","0","3500"
"PF","Amar'e Stoudemire","MIA","SAC","1.00555","3.4","2.75","3900"
"PF","Tristan Thompson","CLE","MIL","0.966155","28","20.58","5200"
"PF","Jason Thompson","GS","LAC","0.874141","1.1","0.56","4000"
"SG","Klay Thompson","GS","LAC","0.852583","33.3","26.5","6400"
"PG","Beno Udrih","MIA","SAC","0.872708","21.1","16.57","3500"
"C","Anderson Varejao","CLE","MIL","0.909981","8.6","6.19","3500"
"PG","Greivis Vasquez","MIL","CLE","0.796061","26.4","18.57","4200"
"SG","Rashad Vaughn","MIL","CLE","0.759299","1.4","0.67","3500"
"SG","Dwyane Wade","MIA","SAC","0.806875","34","33.86","6700"
"C","Hassan Whiteside","MIA","SAC","1.02138","29.5","30.66","8600"
"PG","Mo Williams","CLE","MIL","0.808864","31.7","24.75","6200"
